x,y,area_m2,posterior_mass,R_conditional_min_m,R_conditional_max_m
392.1549886380607,-3.843984381176622,9.587265792505079,0.00034693699510444345,1000,1500
392.1624416450653,-2.988426445629139,9.58726579250116,0.00034693699510430164,1000,1500
392.1680280979492,-2.132854286231776,9.587265792505075,0.00034693699510444335,1000,1500
392.17174797012285,-1.2772719752045465,9.587265792501142,0.000346936995104301,1000,1500
392.1736012438809,-0.42168358481576323,9.587265792505036,0.00034693699510444194,1000,1500
402.9953747269465,-13.626841836898128,9.587265792505036,0.00034693699510444194,1000,1500
403.024144802931,-12.747610584966084,9.587265792501093,0.0003469369951042992,1000,1500
403.05099662694045,-11.868318658929276,9.58726579250498,0.0003469369951044399,1000,1500
403.07593007116964,-10.988970243905392,9.587265792501105,0.0003469369951042997,1000,1500
403.0989450169442,-10.109569525280971,9.587265792505024,0.00034693699510444145,1000,1500
403.12004135472114,-9.230120688691333,9.587265792505008,0.0003469369951044409,1000,1500
403.1392189840893,-8.350627920001358,9.587265792501103,0.0003469369951042996,1000,1500
403.1564778137702,-7.471095405284477,9.587265792505,0.00034693699510444063,1000,1500
403.1718177616178,-6.591527330803315,9.587265792504986,0.0003469369951044401,1000,1500
403.18523875461926,-5.711927882990279,9.587265792501071,0.00034693699510429844,1000,1500
403.19674072889563,-4.832301248426557,9.58726579250499,0.00034693699510444026,1000,1500
403.2063236297015,-3.9526516138227508,9.58726579250499,0.00034693699510444026,1000,1500
403.2139874114257,-3.0729831659994646,9.587265792501093,0.0003469369951042992,1000,1500
403.21973203759126,-2.193300091866302,9.587265792504988,0.0003469369951044402,1000,1500
403.2235574808558,-1.3136065784026782,9.58726579250107,0.0003469369951042984,1000,1500
403.22546372301167,-0.43390681263767766,9.587265792504997,0.0003469369951044405,1000,1500
413.7459381490034,-13.990673417602503,9.587265792505011,0.000346936995104441,1000,1500
413.7754763972997,-13.087987227401431,9.587265792501121,0.00034693699510430023,1000,1500
413.803045221096,-12.185238743023511,9.587265792505061,0.0003469369951044428,1000,1500
413.8286444891746,-11.28243226123133,9.58726579250115,0.00034693699510430126,1000,1500
413.85227407969194,-10.3795720790635,9.587265792505026,0.00034693699510444156,1000,1500
413.8739338801796,-9.476662493814064,9.587265792505011,0.000346936995104441,1000,1500
413.8936237875446,-8.57370780301275,9.587265792501118,0.0003469369951043001,1000,1500
413.9113437080699,-7.670712304403416,9.587265792505034,0.00034693699510444183,1000,1500
413.9270935574151,-6.767680295924161,9.587265792505058,0.0003469369951044427,1000,1500
413.9408732606164,-5.864616075687405,9.587265792501126,0.00034693699510430045,1000,1500
413.95268275208736,-4.961523941958325,9.587265792505047,0.0003469369951044423,1000,1500
413.962521975619,-4.058408193134971,9.58726579250507,0.00034693699510444313,1000,1500
413.97039088438,-3.1552731277283352,9.58726579250112,0.0003469369951043002,1000,1500
413.97628944091724,-2.2521230443407947,9.587265792505018,0.0003469369951044413,1000,1500
413.98021761715563,-1.3489622416464035,9.587265792501134,0.00034693699510430066,1000,1500
413.9821753943985,-0.44579501837021956,9.587265792505033,0.0003469369951044418,1000,1500
424.22397639841245,-14.34527438505581,9.587265792504969,0.0003469369951044395,1000,1500
424.2542633295239,-13.419727835775948,9.58726579250108,0.00034693699510429877,1000,1500
424.28253096082653,-12.49411741335161,9.587265792504962,0.0003469369951044392,1000,1500
424.30877915777626,-11.568447523360097,9.587265792501071,0.00034693699510429844,1000,1500
424.3330077954412,-10.642722571661743,9.587265792504992,0.0003469369951044403,1000,1500
424.35521675850146,-9.71694696437877,9.587265792505011,0.000346936995104441,1000,1500
424.37540594125034,-8.791125107875079,9.587265792501118,0.0003469369951043001,1000,1500
424.3935752475944,-7.865261408734111,9.587265792505004,0.00034693699510444074,1000,1500
424.4097245910543,-6.939360273738489,9.587265792504986,0.0003469369951044401,1000,1500
424.4238538947648,-6.013426109849572,9.587265792501064,0.00034693699510429817,1000,1500
424.4359630914755,-5.087463324185353,9.587265792504972,0.0003469369951044396,1000,1500
424.44605212355094,-4.161476324000065,9.58726579250498,0.0003469369951044399,1000,1500
